munid,regiao,uf,municipio,latitude,longitude
3553906,Sudeste,SP,Tarabai,-22.301668,-51.559573
3553955,Sudeste,SP,Tarumã,-22.744771,-50.576565
3554003,Sudeste,SP,Tatuí,-23.348577,-47.849464
3554102,Sudeste,SP,Taubaté,-23.026556,-45.556609
3554201,Sudeste,SP,Tejupá,-23.340592,-49.377442
3554300,Sudeste,SP,Teodoro Sampaio,-22.531007,-52.171195
3554409,Sudeste,SP,Terra Roxa,-20.787842,-48.341536
3554508,Sudeste,SP,Tietê,-23.097889,-47.711473
3554607,Sudeste,SP,Timburi,-23.202363,-49.603543
3554656,Sudeste,SP,Torre de Pedra,-23.243770,-48.198239
3554706,Sudeste,SP,Torrinha,-22.427494,-48.172158
3554755,Sudeste,SP,Trabiju,-22.038074,-48.340183
3554805,Sudeste,SP,Tremembé,-22.960415,-45.550747
3554904,Sudeste,SP,Três Fronteiras,-20.228013,-50.884883
3554953,Sudeste,SP,Tuiuti,-22.814756,-46.697024
3555000,Sudeste,SP,Tupã,-21.934822,-50.514006
3555109,Sudeste,SP,Tupi Paulista,-21.386395,-51.576721
3555208,Sudeste,SP,Turiúba,-20.950235,-50.109442
3555307,Sudeste,SP,Turmalina,-20.051269,-50.477729
3555356,Sudeste,SP,Ubarana,-21.162471,-49.719672
3555406,Sudeste,SP,Ubatuba,-23.435965,-45.072091
3555505,Sudeste,SP,Ubirajara,-22.523835,-49.663272
3555604,Sudeste,SP,Uchoa,-20.953346,-49.177670
3555703,Sudeste,SP,União Paulista,-20.887769,-49.897394
3555802,Sudeste,SP,Urânia,-20.246264,-50.641800
3555901,Sudeste,SP,Uru,-21.786314,-49.283202
3556008,Sudeste,SP,Urupês,-21.200419,-49.290730
3556107,Sudeste,SP,Valentim Gentil,-20.423370,-50.085868
3556206,Sudeste,SP,Valinhos,-22.971244,-46.996630
3556305,Sudeste,SP,Valparaíso,-21.225575,-50.869308
3556354,Sudeste,SP,Vargem,-22.884880,-46.411600
3556404,Sudeste,SP,Vargem Grande do Sul,-21.835866,-46.895609
3556453,Sudeste,SP,Vargem Grande Paulista,-23.615303,-47.019648
3556503,Sudeste,SP,Várzea Paulista,-23.214467,-46.829890
3556602,Sudeste,SP,Vera Cruz,-22.224748,-49.821782
3556701,Sudeste,SP,Vinhedo,-23.030538,-46.976476
3556800,Sudeste,SP,Viradouro,-20.872314,-48.296663
3556909,Sudeste,SP,Vista Alegre do Alto,-21.167154,-48.630171
3556958,Sudeste,SP,Vitória Brasil,-20.198739,-50.480807
3557006,Sudeste,SP,Votorantim,-23.541871,-47.449738
3557105,Sudeste,SP,Votuporanga,-20.419470,-49.974672
3557154,Sudeste,SP,Zacarias,-21.050110,-50.055740
3557204,Sudeste,SP,Chavantes,-23.032006,-49.713936
3557303,Sudeste,SP,Estiva Gerbi,-22.274589,-46.953603
4100103,Sul,PR,Abatiá,-23.300494,-50.312527
4100202,Sul,PR,Adrianópolis,-24.661690,-48.991755
4100301,Sul,PR,Agudos do Sul,-25.990618,-49.338702
4100400,Sul,PR,Almirante Tamandaré,-25.313378,-49.300320
4100459,Sul,PR,Altamira do Paraná,-24.801000,-52.709807
4100509,Sul,PR,Altônia,-23.870881,-53.891974
4100608,Sul,PR,Alto Paraná,-23.127121,-52.321682
4100707,Sul,PR,Alto Piquiri,-24.019013,-53.441249
4100806,Sul,PR,Alvorada do Sul,-22.780379,-51.229216
4100905,Sul,PR,Amaporã,-23.097370,-52.786787
4101002,Sul,PR,Ampére,-25.917068,-53.473257
4101051,Sul,PR,Anahy,-24.647582,-53.133320
4101101,Sul,PR,Andirá,-23.051752,-50.226408
4101150,Sul,PR,Ângulo,-23.192904,-51.917365
4101200,Sul,PR,Antonina,-25.430166,-48.712900
4101309,Sul,PR,Antônio Olinto,-25.986706,-50.197947
4101408,Sul,PR,Apucarana,-23.551593,-51.459985
4101507,Sul,PR,Arapongas,-23.413517,-51.438280
4101606,Sul,PR,Arapoti,-24.146569,-49.824829
4101655,Sul,PR,Arapuã,-24.308702,-51.791318
4101705,Sul,PR,Araruna,-23.928201,-52.499618
4101804,Sul,PR,Araucária,-25.591645,-49.401940
4101853,Sul,PR,Ariranha do Ivaí,-24.383289,-51.587918
4101903,Sul,PR,Assaí,-23.372718,-50.841623
4102000,Sul,PR,Assis Chateaubriand,-24.408530,-53.521237
4102109,Sul,PR,Astorga,-23.236712,-51.669679
4102208,Sul,PR,Atalaia,-23.151587,-52.055701
4102307,Sul,PR,Balsa Nova,-25.578498,-49.631756
4102406,Sul,PR,Bandeirantes,-23.092481,-50.371873
4102505,Sul,PR,Barbosa Ferraz,-24.027715,-52.007117
4102604,Sul,PR,Barracão,-26.252603,-53.635000
4102703,Sul,PR,Barra do Jacaré,-23.120593,-50.187737
4102752,Sul,PR,Bela Vista da Caroba,-25.879493,-53.666043
4102802,Sul,PR,Bela Vista do Paraíso,-22.992088,-51.194145
4102901,Sul,PR,Bituruna,-26.160794,-51.556525
4103008,Sul,PR,Boa Esperança,-24.239493,-52.792777
4103024,Sul,PR,Boa Esperança do Iguaçu,-25.635873,-53.217160
4103040,Sul,PR,Boa Ventura de São Roque,-24.878518,-51.539374
4103057,Sul,PR,Boa Vista da Aparecida,-25.430405,-53.411736
4103107,Sul,PR,Bocaiúva do Sul,-25.214902,-49.105787
4103156,Sul,PR,Bom Jesus do Sul,-26.192875,-53.599600
4103206,Sul,PR,Bom Sucesso,-23.707437,-51.764465
4103222,Sul,PR,Bom Sucesso do Sul,-26.074537,-52.831976
4103305,Sul,PR,Borrazópolis,-23.937854,-51.584409
4103354,Sul,PR,Braganey,-24.814895,-53.121074
4103370,Sul,PR,Brasilândia do Sul,-24.193846,-53.524042
4103404,Sul,PR,Cafeara,-22.788235,-51.715006
4103453,Sul,PR,Cafelândia,-24.615667,-53.324916
4103479,Sul,PR,Cafezal do Sul,-23.904704,-53.511065
4103503,Sul,PR,Califórnia,-23.666144,-51.358086
4103602,Sul,PR,Cambará,-23.041266,-50.077571
4103701,Sul,PR,Cambé,-23.281632,-51.277728
4103800,Sul,PR,Cambira,-23.600612,-51.581631
4103909,Sul,PR,Campina da Lagoa,-24.594957,-52.813564
4103958,Sul,PR,Campina do Simão,-25.102578,-51.814787
4104006,Sul,PR,Campina Grande do Sul,-25.303248,-49.053466
4104055,Sul,PR,Campo Bonito,-25.039634,-52.996870
4104105,Sul,PR,Campo do Tenente,-25.981006,-49.690377
4104204,Sul,PR,Campo Largo,-25.459491,-49.528841
4104253,Sul,PR,Campo Magro,-25.367957,-49.427665
4104303,Sul,PR,Campo Mourão,-24.041223,-52.381115
4104402,Sul,PR,Cândido de Abreu,-24.564669,-51.332581
4104428,Sul,PR,Candói,-25.567932,-52.055446
4104451,Sul,PR,Cantagalo,-25.374317,-52.126688
4104501,Sul,PR,Capanema,-25.682977,-53.800179
4104600,Sul,PR,Capitão Leônidas Marques,-25.479468,-53.617211
4104659,Sul,PR,Carambeí,-24.950873,-50.113092
4104709,Sul,PR,Carlópolis,-23.427724,-49.718724
4104808,Sul,PR,Cascavel,-24.953798,-53.459722
4104907,Sul,PR,Castro,-24.795418,-50.002811
4105003,Sul,PR,Catanduvas,-25.196493,-53.153706
4105102,Sul,PR,Centenário do Sul,-22.814982,-51.593530
4105201,Sul,PR,Cerro Azul,-24.818947,-49.260317
4105300,Sul,PR,Céu Azul,-25.149761,-53.857269
4105409,Sul,PR,Chopinzinho,-25.854684,-52.533960
4105508,Sul,PR,Cianorte,-23.653813,-52.609151
4105607,Sul,PR,Cidade Gaúcha,-23.374197,-52.940525
4105706,Sul,PR,Clevelândia,-26.405205,-52.352986
4105805,Sul,PR,Colombo,-25.294340,-49.227438
4105904,Sul,PR,Colorado,-22.837898,-51.974416
4106001,Sul,PR,Congonhinhas,-23.546902,-50.554428
4106100,Sul,PR,Conselheiro Mairinck,-23.621562,-50.171773
4106209,Sul,PR,Contenda,-25.680766,-49.531612
4106308,Sul,PR,Corbélia,-24.799650,-53.296528
4106407,Sul,PR,Cornélio Procópio,-23.183258,-50.651484
4106456,Sul,PR,Coronel Domingos Soares,-26.226548,-52.034539
4106506,Sul,PR,Coronel Vivida,-25.978153,-52.567087
4106555,Sul,PR,Corumbataí do Sul,-24.097412,-52.124185
4106571,Sul,PR,Cruzeiro do Iguaçu,-25.616569,-53.126823
4106605,Sul,PR,Cruzeiro do Oeste,-23.776905,-53.081822
4106704,Sul,PR,Cruzeiro do Sul,-22.965175,-52.163978
4106803,Sul,PR,Cruz Machado,-26.017269,-51.347710
4106852,Sul,PR,Cruzmaltina,-23.993328,-51.444247
4106902,Sul,PR,Curitiba,-25.432956,-49.271848
4107009,Sul,PR,Curiúva,-24.035826,-50.459406
4107108,Sul,PR,Diamante do Norte,-22.657206,-52.864111
4107124,Sul,PR,Diamante do Sul,-25.035192,-52.688191
4107157,Sul,PR,Diamante D Oeste,-24.942162,-54.103626
4107207,Sul,PR,Dois Vizinhos,-25.746010,-53.054836
4107256,Sul,PR,Douradina,-23.381907,-53.296449
4107306,Sul,PR,Doutor Camargo,-23.555901,-52.222721
4107405,Sul,PR,Enéas Marques,-25.940756,-53.166185
4107504,Sul,PR,Engenheiro Beltrão,-23.801144,-52.260035
4107520,Sul,PR,Esperança Nova,-23.724655,-53.810495
4107538,Sul,PR,Entre Rios do Oeste,-24.708142,-54.244894
4107546,Sul,PR,Espigão Alto do Iguaçu,-25.426670,-52.838213
4107553,Sul,PR,Farol,-24.099095,-52.626215
4107603,Sul,PR,Faxinal,-24.003927,-51.320106
4107652,Sul,PR,Fazenda Rio Grande,-25.641400,-49.323293
4107702,Sul,PR,Fênix,-23.920695,-51.984464
4107736,Sul,PR,Fernandes Pinheiro,-25.412242,-50.547414
4107751,Sul,PR,Figueira,-23.843411,-50.409201
4107801,Sul,PR,Floraí,-23.319846,-52.302984
4107850,Sul,PR,Flor da Serra do Sul,-26.255299,-53.308598
4107900,Sul,PR,Floresta,-23.610267,-52.083085
4108007,Sul,PR,Florestópolis,-22.859104,-51.383823
4108106,Sul,PR,Flórida,-23.087802,-51.955828
4108205,Sul,PR,Formosa do Oeste,-24.294197,-53.316161
4108304,Sul,PR,Foz do Iguaçu,-25.542493,-54.587102
4108320,Sul,PR,Francisco Alves,-24.067575,-53.844016
4108403,Sul,PR,Francisco Beltrão,-26.078450,-53.056136
4108452,Sul,PR,Foz do Jordão,-25.733440,-52.125628
4108502,Sul,PR,General Carneiro,-26.425803,-51.316859
4108551,Sul,PR,Godoy Moreira,-24.192859,-51.924368
4108601,Sul,PR,Goioerê,-24.189188,-53.027319
4108650,Sul,PR,Goioxim,-25.201540,-52.005588
4108700,Sul,PR,Grandes Rios,-24.146194,-51.508742
4108809,Sul,PR,Guaíra,-24.085275,-54.246758
4108908,Sul,PR,Guairaçá,-22.938244,-52.691040
4108957,Sul,PR,Guamiranga,-25.189909,-50.809876
4109005,Sul,PR,Guapirama,-23.516640,-50.042614
4109104,Sul,PR,Guaporema,-23.342984,-52.778244
4109203,Sul,PR,Guaraci,-22.974429,-51.650385
4109302,Sul,PR,Guaraniaçu,-25.098650,-52.869632
4109401,Sul,PR,Guarapuava,-25.393592,-51.463431
4109500,Sul,PR,Guaraqueçaba,-25.300437,-48.326049
4109609,Sul,PR,Guaratuba,-25.874242,-48.575726
4109658,Sul,PR,Honório Serpa,-26.142966,-52.383029
4109708,Sul,PR,Ibaiti,-23.849821,-50.190666
4109757,Sul,PR,Ibema,-25.112867,-53.023122
4109807,Sul,PR,Ibiporã,-23.269331,-51.058034
4109906,Sul,PR,Icaraíma,-23.396711,-53.625570
4110003,Sul,PR,Iguaraçu,-23.194781,-51.824774
4110052,Sul,PR,Iguatu,-24.711262,-53.086005
4110078,Sul,PR,Imbaú,-24.442797,-50.749309
4110102,Sul,PR,Imbituva,-25.230613,-50.597473
4110201,Sul,PR,Inácio Martins,-25.572163,-51.074945
4110300,Sul,PR,Inajá,-22.749116,-52.202344
4110409,Sul,PR,Indianópolis,-23.479711,-52.701057
4110508,Sul,PR,Ipiranga,-25.013023,-50.581240
4110607,Sul,PR,Iporã,-24.002580,-53.718099
4110656,Sul,PR,Iracema do Oeste,-24.429030,-53.358111
4110706,Sul,PR,Irati,-25.473736,-50.658048
4110805,Sul,PR,Iretama,-24.421142,-52.101577
4110904,Sul,PR,Itaguajé,-22.614783,-51.969340
4110953,Sul,PR,Itaipulândia,-25.138481,-54.305001
4111001,Sul,PR,Itambaracá,-23.014769,-50.409090
4111100,Sul,PR,Itambé,-23.660099,-51.990004
4111209,Sul,PR,Itapejara D Oeste,-25.970878,-52.813930
4111258,Sul,PR,Itaperuçu,-25.214470,-49.342864
4111308,Sul,PR,Itaúna do Sul,-22.726877,-52.885025
4111407,Sul,PR,Ivaí,-25.008263,-50.861426
4111506,Sul,PR,Ivaiporã,-24.241948,-51.674552
4111555,Sul,PR,Ivaté,-23.409589,-53.373879
4111605,Sul,PR,Ivatuba,-23.618274,-52.217669
4111704,Sul,PR,Jaboti,-23.735741,-50.073453
4111803,Sul,PR,Jacarezinho,-23.160116,-49.978573
4111902,Sul,PR,Jaguapitã,-23.117783,-51.540617
4112009,Sul,PR,Jaguariaíva,-24.253057,-49.712186
4112108,Sul,PR,Jandaia do Sul,-23.601179,-51.643395
4112207,Sul,PR,Janiópolis,-24.141450,-52.782552
4112306,Sul,PR,Japira,-23.807481,-50.138595
4112405,Sul,PR,Japurá,-23.468588,-52.556628
4112504,Sul,PR,Jardim Alegre,-24.181137,-51.694335
4112603,Sul,PR,Jardim Olinda,-22.552632,-52.038141
4112702,Sul,PR,Jataizinho,-23.257265,-50.974055
4112751,Sul,PR,Jesuítas,-24.377249,-53.388115
4112801,Sul,PR,Joaquim Távora,-23.500489,-49.924457
4112900,Sul,PR,Jundiaí do Sul,-23.437909,-50.249354
4112959,Sul,PR,Juranda,-24.416391,-52.844486
4113007,Sul,PR,Jussara,-23.616327,-52.473041
4113106,Sul,PR,Kaloré,-23.823439,-51.665142
4113205,Sul,PR,Lapa,-25.765102,-49.718596
4113254,Sul,PR,Laranjal,-24.888302,-52.471666
4113304,Sul,PR,Laranjeiras do Sul,-25.401682,-52.408847
4113403,Sul,PR,Leópolis,-23.079922,-50.755125
4113429,Sul,PR,Lidianópolis,-24.106766,-51.654151
4113452,Sul,PR,Lindoeste,-25.255985,-53.577126
4113502,Sul,PR,Loanda,-22.930229,-53.134469
4113601,Sul,PR,Lobato,-23.004158,-51.953749
4113700,Sul,PR,Londrina,-23.312156,-51.162773
4113734,Sul,PR,Luiziana,-24.280081,-52.281906
4113759,Sul,PR,Lunardelli,-24.078046,-51.744548
4113809,Sul,PR,Lupionópolis,-22.751995,-51.656873
4113908,Sul,PR,Mallet,-25.873788,-50.827569
4114005,Sul,PR,Mamborê,-24.321813,-52.529094
4114104,Sul,PR,Mandaguaçu,-23.342789,-52.094253
4114203,Sul,PR,Mandaguari,-23.517452,-51.681252
4114302,Sul,PR,Mandirituba,-25.759621,-49.322783
4114351,Sul,PR,Manfrinópolis,-26.143777,-53.312583
4114401,Sul,PR,Mangueirinha,-25.942981,-52.176326
4114500,Sul,PR,Manoel Ribas,-24.521731,-51.669079
4114609,Sul,PR,Marechal Cândido Rondon,-24.559254,-54.060008
4114708,Sul,PR,Maria Helena,-23.617610,-53.204819
4114807,Sul,PR,Marialva,-23.484759,-51.798057
4114906,Sul,PR,Marilândia do Sul,-23.745779,-51.309291
4115002,Sul,PR,Marilena,-22.731825,-53.037186
4115101,Sul,PR,Mariluz,-24.003733,-53.151526
4115200,Sul,PR,Maringá,-23.422280,-51.939882
4115309,Sul,PR,Mariópolis,-26.355843,-52.557748
4115358,Sul,PR,Maripá,-24.417209,-53.833478
4115408,Sul,PR,Marmeleiro,-26.148697,-53.026184
4115457,Sul,PR,Marquinho,-25.112212,-52.256983
4115507,Sul,PR,Marumbi,-23.706369,-51.641080
4115606,Sul,PR,Matelândia,-25.237921,-53.974387
4115705,Sul,PR,Matinhos,-25.816410,-48.533771
4115739,Sul,PR,Mato Rico,-24.707317,-52.146259
4115754,Sul,PR,Mauá da Serra,-23.901296,-51.226463
4115804,Sul,PR,Medianeira,-25.292498,-54.091782
4115853,Sul,PR,Mercedes,-24.448890,-54.164436
4115903,Sul,PR,Mirador,-23.257408,-52.776935
4116000,Sul,PR,Miraselva,-22.966093,-51.485707
4116059,Sul,PR,Missal,-25.091160,-54.243175
4116109,Sul,PR,Moreira Sales,-24.044758,-53.013447
4116208,Sul,PR,Morretes,-25.478482,-48.831539
4116307,Sul,PR,Munhoz de Melo,-23.145693,-51.775758
4116406,Sul,PR,Nossa Senhora das Graças,-22.910563,-51.795148
4116505,Sul,PR,Nova Aliança do Ivaí,-23.177456,-52.601923
4116604,Sul,PR,Nova América da Colina,-23.332687,-50.714443
4116703,Sul,PR,Nova Aurora,-24.528485,-53.257526
4116802,Sul,PR,Nova Cantu,-24.670779,-52.570992
4116901,Sul,PR,Nova Esperança,-23.184251,-52.204866
4116950,Sul,PR,Nova Esperança do Sudoeste,-25.898779,-53.264207
4117008,Sul,PR,Nova Fátima,-23.432359,-50.562314
4117057,Sul,PR,Nova Laranjeiras,-25.306746,-52.539370
4117107,Sul,PR,Nova Londrina,-22.763869,-52.986313
4117206,Sul,PR,Nova Olímpia,-23.471101,-53.091233
4117214,Sul,PR,Nova Santa Bárbara,-23.585424,-50.764147
4117222,Sul,PR,Nova Santa Rosa,-24.464765,-53.955116
4117255,Sul,PR,Nova Prata do Iguaçu,-25.631877,-53.347957
4117271,Sul,PR,Nova Tebas,-24.438325,-51.950396
4117297,Sul,PR,Novo Itacolomi,-23.765314,-51.506959
4117305,Sul,PR,Ortigueira,-24.212011,-50.926930
4117404,Sul,PR,Ourizona,-23.404568,-52.195039
4117453,Sul,PR,Ouro Verde do Oeste,-24.770794,-53.899538
4117503,Sul,PR,Paiçandu,-23.457699,-52.052412
4117602,Sul,PR,Palmas,-26.481473,-51.988774
4117701,Sul,PR,Palmeira,-25.418568,-50.003247
4117800,Sul,PR,Palmital,-24.882244,-52.212997
4117909,Sul,PR,Palotina,-24.279409,-53.838772
4118006,Sul,PR,Paraíso do Norte,-23.287161,-52.603543
4118105,Sul,PR,Paranacity,-22.926810,-52.155989
4118204,Sul,PR,Paranaguá,-25.506842,-48.524733
4118303,Sul,PR,Paranapoema,-22.655622,-52.080724
4118402,Sul,PR,Paranavaí,-23.081879,-52.462402
4118451,Sul,PR,Pato Bragado,-24.625644,-54.231396
4118501,Sul,PR,Pato Branco,-26.229959,-52.677362
4118600,Sul,PR,Paula Freitas,-26.220102,-50.934736
4118709,Sul,PR,Paulo Frontin,-26.045608,-50.833196
4118808,Sul,PR,Peabiru,-23.914126,-52.347896
4118857,Sul,PR,Perobal,-23.894562,-53.411500
4118907,Sul,PR,Pérola,-23.797479,-53.673252
4119004,Sul,PR,Pérola D Oeste,-25.828266,-53.740108
4119103,Sul,PR,Piên,-26.096956,-49.428244
4119152,Sul,PR,Pinhais,-25.442198,-49.199197
4119202,Sul,PR,Pinhalão,-23.787355,-50.062603
4119251,Sul,PR,Pinhal de São Bento,-26.032729,-53.483090
4119301,Sul,PR,Pinhão,-25.696295,-51.648270
4119400,Sul,PR,Piraí do Sul,-24.532358,-49.941331
4119509,Sul,PR,Piraquara,-25.446550,-49.065306
4119608,Sul,PR,Pitanga,-24.752748,-51.763154
4119657,Sul,PR,Pitangueiras,-23.230304,-51.585768
4119707,Sul,PR,Planaltina do Paraná,-23.018810,-52.917841
4119806,Sul,PR,Planalto,-25.712101,-53.770857
4119905,Sul,PR,Ponta Grossa,-25.092547,-50.161442
4119954,Sul,PR,Pontal do Paraná,-25.594151,-48.448327
4120002,Sul,PR,Porecatu,-22.756209,-51.377599
4120101,Sul,PR,Porto Amazonas,-25.541573,-49.889721
4120150,Sul,PR,Porto Barreiro,-25.545186,-52.404787
4120200,Sul,PR,Porto Rico,-22.778352,-53.267968
4120309,Sul,PR,Porto Vitória,-26.163475,-51.236695
4120333,Sul,PR,Prado Ferreira,-23.033914,-51.443226
4120358,Sul,PR,Pranchita,-26.015664,-53.742623
4120408,Sul,PR,Presidente Castelo Branco,-23.281550,-52.157726
4120507,Sul,PR,Primeiro de Maio,-22.852533,-51.027752
4120606,Sul,PR,Prudentópolis,-25.216021,-50.983575
4120655,Sul,PR,Quarto Centenário,-24.279021,-53.075289
4120705,Sul,PR,Quatiguá,-23.564161,-49.915264
4120804,Sul,PR,Quatro Barras,-25.373745,-49.085189
4120853,Sul,PR,Quatro Pontes,-24.573209,-53.972699
4120903,Sul,PR,Quedas do Iguaçu,-25.456781,-52.909832
4121000,Sul,PR,Querência do Norte,-23.086529,-53.487041
4121109,Sul,PR,Quinta do Sol,-23.843888,-52.135129
4121208,Sul,PR,Quitandinha,-25.868308,-49.496683
4121257,Sul,PR,Ramilândia,-25.118987,-54.027237
4121307,Sul,PR,Rancho Alegre,-23.075715,-50.916392
4121356,Sul,PR,Rancho Alegre D Oeste,-24.309010,-52.951126
4121406,Sul,PR,Realeza,-25.762580,-53.532574
4121505,Sul,PR,Rebouças,-25.626393,-50.681254
4121604,Sul,PR,Renascença,-26.156221,-52.972162
4121703,Sul,PR,Reserva,-24.651648,-50.850596
4121752,Sul,PR,Reserva do Iguaçu,-25.830958,-52.028762
4121802,Sul,PR,Ribeirão Claro,-23.196285,-49.756351
4121901,Sul,PR,Ribeirão do Pinhal,-23.408258,-50.358061
4122008,Sul,PR,Rio Azul,-25.716113,-50.787173
4122107,Sul,PR,Rio Bom,-23.762098,-51.415365
4122156,Sul,PR,Rio Bonito do Iguaçu,-25.486909,-52.526890
4122172,Sul,PR,Rio Branco do Ivaí,-24.320278,-51.312066
4122206,Sul,PR,Rio Branco do Sul,-25.190165,-49.316714
4122305,Sul,PR,Rio Negro,-26.100408,-49.797685
4122404,Sul,PR,Rolândia,-23.313592,-51.362780
4122503,Sul,PR,Roncador,-24.595107,-52.276053
4122602,Sul,PR,Rondon,-23.412660,-52.762492
4122651,Sul,PR,Rosário do Ivaí,-24.253553,-51.249945
4122701,Sul,PR,Sabáudia,-23.318396,-51.556702
4122800,Sul,PR,Salgado Filho,-26.170461,-53.362115
4122909,Sul,PR,Salto do Itararé,-23.605757,-49.630750
4123006,Sul,PR,Salto do Lontra,-25.776765,-53.314935
4123105,Sul,PR,Santa Amélia,-23.268157,-50.423459
4123204,Sul,PR,Santa Cecília do Pavão,-23.512896,-50.782865
4123303,Sul,PR,Santa Cruz de Monte Castelo,-22.958582,-53.297306
4123402,Sul,PR,Santa Fé,-23.036115,-51.806302
4123501,Sul,PR,Santa Helena,-24.857096,-54.336453
4123600,Sul,PR,Santa Inês,-22.638707,-51.902768
4123709,Sul,PR,Santa Isabel do Ivaí,-23.001089,-53.195948
4123808,Sul,PR,Santa Izabel do Oeste,-25.814381,-53.483618
4123824,Sul,PR,Santa Lúcia,-25.411320,-53.571144
4123857,Sul,PR,Santa Maria do Oeste,-24.934184,-51.867710
4123907,Sul,PR,Santa Mariana,-23.146427,-50.521071
4123956,Sul,PR,Santa Mônica,-23.105424,-53.111273
4124004,Sul,PR,Santana do Itararé,-23.753133,-49.633197
4124020,Sul,PR,Santa Tereza do Oeste,-25.058722,-53.627236
4124053,Sul,PR,Santa Terezinha de Itaipu,-25.442161,-54.399519
4124103,Sul,PR,Santo Antônio da Platina,-23.297049,-50.077346
4124202,Sul,PR,Santo Antônio do Caiuá,-22.733975,-52.344658
4124301,Sul,PR,Santo Antônio do Paraíso,-23.494719,-50.646828
4124400,Sul,PR,Santo Antônio do Sudoeste,-26.074975,-53.723083
4124509,Sul,PR,Santo Inácio,-22.700069,-51.795300
4124608,Sul,PR,São Carlos do Ivaí,-23.308847,-52.477115
4124707,Sul,PR,São Jerônimo da Serra,-23.723403,-50.738480
4124806,Sul,PR,São João,-25.824663,-52.729473
4124905,Sul,PR,São João do Caiuá,-22.854404,-52.339751
4125001,Sul,PR,São João do Ivaí,-23.993089,-51.820279
4125100,Sul,PR,São João do Triunfo,-25.691875,-50.308064
4125209,Sul,PR,São Jorge D Oeste,-25.714948,-52.920103
4125308,Sul,PR,São Jorge do Ivaí,-23.435458,-52.294342
4125357,Sul,PR,São Jorge do Patrocínio,-23.758248,-53.883331
4125407,Sul,PR,São José da Boa Vista,-23.915466,-49.651152
4125456,Sul,PR,São José das Palmeiras,-24.834082,-54.059918
4125506,Sul,PR,São José dos Pinhais,-25.537702,-49.200082
4125555,Sul,PR,São Manoel do Paraná,-23.396130,-52.647020
4125605,Sul,PR,São Mateus do Sul,-25.869600,-50.390624
4125704,Sul,PR,São Miguel do Iguaçu,-25.348894,-54.242121
4125753,Sul,PR,São Pedro do Iguaçu,-24.930931,-53.859862
4303673,Sul,RS,Campestre da Serra,-28.796512,-51.095664
4125803,Sul,PR,São Pedro do Ivaí,-23.867813,-51.856963
4125902,Sul,PR,São Pedro do Paraná,-22.825129,-53.222937
4126009,Sul,PR,São Sebastião da Amoreira,-23.460646,-50.762401
4126108,Sul,PR,São Tomé,-23.535511,-52.592484
4126207,Sul,PR,Sapopema,-23.907287,-50.579647
4126256,Sul,PR,Sarandi,-23.443172,-51.873682
4126272,Sul,PR,Saudade do Iguaçu,-25.693661,-52.614339
4126306,Sul,PR,Sengés,-24.116810,-49.473019
4126355,Sul,PR,Serranópolis do Iguaçu,-25.379884,-54.058377
4126405,Sul,PR,Sertaneja,-23.036937,-50.817102
4126504,Sul,PR,Sertanópolis,-23.058482,-51.042244
4126603,Sul,PR,Siqueira Campos,-23.687708,-49.831497
4126652,Sul,PR,Sulina,-25.699632,-52.716597
4126678,Sul,PR,Tamarana,-23.715177,-51.098560
4126702,Sul,PR,Tamboara,-23.201821,-52.500629
4126801,Sul,PR,Tapejara,-23.732479,-52.864113
4126900,Sul,PR,Tapira,-23.317109,-53.075325
4127007,Sul,PR,Teixeira Soares,-25.380049,-50.465647
4127106,Sul,PR,Telêmaco Borba,-24.328686,-50.623123
4127205,Sul,PR,Terra Boa,-23.766833,-52.462142
4127304,Sul,PR,Terra Rica,-22.724365,-52.624671
4127403,Sul,PR,Terra Roxa,-24.167484,-54.098514
4127502,Sul,PR,Tibagi,-24.513288,-50.411470
4127601,Sul,PR,Tijucas do Sul,-25.920180,-49.182244
4127700,Sul,PR,Toledo,-24.732077,-53.741411
4127809,Sul,PR,Tomazina,-23.779045,-49.955152
4127858,Sul,PR,Três Barras do Paraná,-25.419408,-53.187499
4127882,Sul,PR,Tunas do Paraná,-24.972381,-49.086059
4127908,Sul,PR,Tuneiras do Oeste,-23.864031,-52.874568
4127957,Sul,PR,Tupãssi,-24.579813,-53.514495
4127965,Sul,PR,Turvo,-25.040127,-51.532764
4128005,Sul,PR,Ubiratã,-24.541035,-52.994506
4128104,Sul,PR,Umuarama,-23.763950,-53.308460
4128203,Sul,PR,União da Vitória,-26.228435,-51.090610
4128302,Sul,PR,Uniflor,-23.086049,-52.160011
4128401,Sul,PR,Uraí,-23.200159,-50.797365
4128500,Sul,PR,Wenceslau Braz,-23.870423,-49.802985
4128534,Sul,PR,Ventania,-24.244166,-50.247617
4128559,Sul,PR,Vera Cruz do Oeste,-25.063170,-53.880030
4128609,Sul,PR,Verê,-25.880632,-52.908593
4128625,Sul,PR,Alto Paraíso,-23.508131,-53.732893
4128633,Sul,PR,Doutor Ulysses,-24.567836,-49.419772
4128658,Sul,PR,Virmond,-25.378766,-52.202543
4128708,Sul,PR,Vitorino,-26.264344,-52.777081
4128807,Sul,PR,Xambrê,-23.738394,-53.486941
4300034,Sul,RS,Aceguá,-31.864015,-54.164732
4300059,Sul,RS,Água Santa,-28.175055,-52.034633
4300109,Sul,RS,Agudo,-29.645663,-53.258692
4300208,Sul,RS,Ajuricaba,-28.237729,-53.772819
